"Goroka.Airport","Goroka","Papua.New.Guinea","GKA"
"Kukës Airport","Kukës","Albania","\N"
"Kuçovë Air Base","Kuçovë","Albania","\N"
"Vlorë Air Base","Vlorë","Albania","\N"
"Haskovo Malevo Airport","Haskovo","Bulgaria","\N"
"Gabrovnitsa Air Base","Gabrovnitsa","Bulgaria","\N"
"Graf Ignatievo Air Base","Graf Ignatievo","Bulgaria","\N"
"Dolna Mitropoliya Air Base","Dolna Mitropoliya","Bulgaria","\N"
"Balchik Air Base","Balchik","Bulgaria","\N"
"Cuatro Vientos Airport","Madrid","Spain","ECV"
"Castellón-Costa Azahar Airport","Castellón de la Plana","Spain","CDT"
"Teruel Airport","Teruel","Spain","TEV"
"Blois-Le Breuil Airport","Blois/Le Breuil","France","\N"
"Trento-Mattarello Airport","Trento (TN)","Italy","\N"
"Alessandria Airport","Alessandria","Italy","\N"
"Biella-Cerrione Airport","Biella (BI)","Italy","\N"
"Vercelli Airport","Vercelli","Italy","\N"
"Casale Monferrato Airport","Casale Monferrato","Italy","\N"
"Varese-Venegono Airport","Varese","Italy","\N"
"Novi Ligure Airport","Novi Ligure","Italy","\N"
"Sarzana-Luni Air Base","Sarzana (SP)","Italy","QLP"
"Câmpia Turzii Air Base","Câmpia Turzii","Romania","\N"
"Mărculeşti International Airport","Mărculeşti","Moldova","\N"
"Cahul International Airport","Cahul","Moldova","\N"
"Tiraspol Airport","Tiraspol","Moldova","\N"
"Batajnica Air Base","Batajnica","Serbia","BJY"
"Rubelsanto Airport","Rubelsanto","Guatemala","RUV"
"Coronel Enrique Soto Cano Air Base","Comayagua","Honduras","XPL"
"Upala Airport","Upala","Costa Rica","UPL"
"San Nicolas De Bari Airport","San Nicolás","Cuba","QSN"
"San Julian Air Base","Pinar Del Rio","Cuba","SNJ"
"King Salman Abdulaziz Airport","","Saudi Arabia","DWD"
"King Khaled Air Base","","Saudi Arabia","KMX"
"Riyadh Air Base","Riyadh","Saudi Arabia","XXN"
"Jam Airport","Kangan","Iran","KNR"
"Hamadan Air Base","Hamadan","Iran","\N"
"Payam International Airport","Karaj","Iran","PYK"
"Ahmed Al Jaber Air Base","Ahmed Al Jaber AB","Kuwait","XIJ"
"Rayak Air Base","Rayak","Lebanon","\N"
"Mirpur Khas Air Base","Mirpur Khas","Pakistan","\N"
"Minhas Air Base","Kamra","Pakistan","ATG"
"Rafiqui Air Base","Shorkot","Pakistan","\N"
"Faisal Air Base","Karachi","Pakistan","\N"
"Mushaf Air Base","Sargodha","Pakistan","SGI"
"Qayyarah West Airport","Qayyarah","Iraq","RQW"
"Al Sahra Army Air Field","Tikrit","Iraq","\N"
"Tall Afar Army Air Field","Tall Afar","Iraq","\N"
"Al Taji Army Air Field","Taji","Iraq","\N"
"Ubaydah Bin Al Jarrah Airport","Al Cut","Iraq","\N"
"Nenana Municipal Airport","Nenana","United States","ENN"
"Wasilla Airport","Wasilla","United States","WWA"
"Gangshan Air Force Base","Gangshan","Taiwan","\N"
"Asahikawa Airfield","","Japan","\N"
"Iwakuni Marine Corps Air Station","Iwakuni","Japan","IWK"
"Utsunomiya Airport","","Japan","\N"
"Jungwon Air Base/Chungju Airport","","South Korea","\N"
"Ie Jima Airport","Ie","Japan","IEJ"
"Allah Valley Airport","Surallah","Philippines","AAV"
"Bislig Airport","","Philippines","BPH"
"Mati National Airport","","Philippines","MXI"
"Presidente Néstor Kirchner Regionsl Airport","Villa Maria","Argentina","\N"
"Chafei Amsei Airport","Barretos","Brazil","BAT"
"Base de Aviação de Taubaté Airport","Taubaté","Brazil","QHP"
"Barriles Airport","Tocopilla","Chile","TOQ"
"Schroeder's field","Cochrane","Chile","\N"
"Chañaral Airport","Chañaral","Chile","CNR"
"Panguilemo Airport","Talca","Chile","TLX"
"Victoria Airport","Victoria","Chile","ZIC"
"Las Breas Airport","Taltal","Chile","TTC"
"Gomez Nino Apiay Air Base","Apiay","Colombia","API"
"Coveñas Airport","Coveñas","Colombia","CVE"
"German Olano Air Base","La Dorada","Colombia","PAL"
"Paz De Ariporo Airport","Paz De Ariporo","Colombia","PZA"
"Tunja Airport","Tunja","Colombia","\N"
"Tres Esquinas Air Base","Tres Esquinas","Colombia","TQS"
"Marandúa Air Base","Marandúa","Colombia","\N"
"Juan Simons Vela Airport","Rioja","Peru","RIJ"
"Shumba Airport","Jaén","Peru","JAE"
"Metropolitano Airport","","Venezuela","\N"
"Issyk-Kul International Airport","Tamchy","Kyrgyzstan","IKU"
"Kant Air Base","Kant","Kyrgyzstan","\N"
"Ayaguz Airport","Ayaguz","Kazakhstan","\N"
"Chelkar Airport","Chelkar","Kazakhstan","\N"
"Kyzyl-Syr Airport","Kyzyl-Syr","Russia","\N"
"Vilyuisk Airport","Vilyuisk","Russia","VYI"
"Belaya Gora Airport","","Russia","BGN"
"Dzhermuk Airport","Dzhermuk","Armenia","\N"
"Kamenny Ruchey Naval Air Base","Sovetskaya Gavan","Russia","\N"
"Maygatka Airport.","Sovetskaya Gavan","Russia","GVN"
"Omsukchan Airport","Omsukchan","Russia","\N"
"Chaybukha Airport","Chaybukha","Russia","\N"
"Keperveem Airport","Keperveem","Russia","\N"
"Magadan-13 Airport","Magadan","Russia","\N"
"Nikolayevsk-na-Amure Airport","Nikolayevsk-na-Amure Airport","Russia","NLI"
"Palana Airport","Palana","Russia","\N"
"Zheleznogorsk Airport","Zheleznogorsk-Ilimsky","Russia","\N"
"Gvardeyskoe Air Base","Sarabuz","Ukraine","\N"
"Saki Air Base","Saki","Ukraine","\N"
"Dzhankoy Airport","Dzhankoy","Ukraine","\N"
"Ozerne Air Base","Zhytomyr","Ukraine","\N"
"Severomorsk-1 Naval Air Base","Severomorsk","Russia","\N"
"Pushkin Airport","St. Petersburg","Russia","\N"
"Siversky Air Base","Siversky","Russia","\N"
"Staraya Russa Air Base","Staraya Russa","Russia","\N"
"Peski Airport","Petrozavodsk","Russia","\N"
"Baranavichi Air Base","Baranavichi","Belarus","\N"
"Babruisk Air Base","Babruisk","Belarus","\N"
"Severo-Eniseysk Airport","Severo-Eniseysk","Russia","\N"
"Sharypovo Airport","Sharypovo","Russia","\N"
"Omsk Severny Airport","Omsk","Russia","\N"
"Nagurskoye","Murmansk","Russia","\N"
"Svetlogorsk Airport","Svetlogorsk","Russia","\N"
"Valek Airport","Valek","Russia","\N"
"Khanskaya Air Base","Maykop","Russia","\N"
"Dudinka Airport","Dudinka","Russia","\N"
"Volgodonsk Airport","","Russia","VLK"
"Tashkent East Airport","Tashkent","Uzbekistan","\N"
"Myachkovo Airport","Moscow","Russia","\N"
"Tretyakovo Airport","Lukhovitsy","Russia","\N"
"Yermolino Airport","Balabanovo","Russia","\N"
"Inta Airport","Inta","Russia","INA"
"Izhma Airport","Izhma","Russia","\N"
"Borisoglebskoye Airport","Kazan","Russia","\N"
"Zhigansk Airport","Zhigansk","Russia","ZIX"
"Maksimovka Airport","Ufa","Russia","\N"
"Buguruslan Severny Airport","Buguruslan","Russia","\N"
"Bezymyanka Airfield","Samara","Russia","\N"
"Ratnagiri Airport","","India","RTC"
"Hingurakgoda Air Force Base","Polonnaruwa Town","Sri Lanka","HIM"
"Kazi Nazrul Islam Airport","Durgapur","India","RDP"
"Ambala Air Force Station","","India","\N"
"Sirsa Air Force Station","","India","\N"
"Udhampur Air Force Station","","India","\N"
"Sri Sathya Sai Airport","Puttaparthi","India","PUT"
"Meiktila Air Base","Meiktila","Burma","\N"
"Changi Air Base (East)","Singapore","Singapore","\N"
"Soltsy-2 Air Base","Soltsy","Russia","\N"
"Severomorsk-3 Naval Air Base","Severomorsk","Russia","\N"
"Fedotovo Naval Air Base","Kipelovo","Russia","\N"
"Lebyazhye Air Base","Kamyshin","Russia","\N"
"Smolensk North Airport","Smolensk","Russia","LNX"
"Rtishchevo Air Base","Rtishchevo","Russia","\N"
"Alpha Airport","Alpha","Australia","ABH"
"Ararat Airport","","Australia","ARY"
"Benalla Airport","","Australia","BLN"
"Balranald Airport","","Australia","BZD"
"Brewarrina Airport","","Australia","BWQ"
"Cleve Airport","","Australia","CVC"
"Corowa Airport","","Australia","CWW"
"Corryong Airport","","Australia","CYG"
"Cootamundra Airport","","Australia","CMD"
"Dirranbandi Airport","","Australia","DRN"
"Deniliquin Airport","Deniliquin","Australia","DNQ"
"Dysart Airport","","Australia","DYA"
"Echuca Airport","","Australia","ECH"
"Forbes Airport","Forbes","Australia","FRB"
"Gunnedah Airport","","Australia","GUH"
"Hay Airport","","Australia","HXX"
"Hopetoun Airport","","Australia","HTU"
"Kerang Airport","","Australia","KRA"
"Kempsey Airport","","Australia","KPS"
"Kingaroy Airport","","Australia","KGY"
"Latrobe Valley Airport","Morwell","Australia","TGN"
"Mareeba Airport","","Australia","MRG"
"Ngukurr Airport","","Australia","RPM"
"Narromine Airport","","Australia","QRM"
"Port Pirie Airport","","Australia","PPI"
"Smithton Airport","","Australia","SIO"
"Snake Bay Airport","","Australia","SNB"
"Stawell Airport","","Australia","SWC"
"Tibooburra Airport","","Australia","TYB"
"Tumut Airport","","Australia","TUM"
"Wangaratta Airport","","Australia","WGT"
"Warracknabeal Airport","","Australia","WKB"
"Warren Airport","","Australia","QRR"
"West Sale Airport","Sale","Australia","SXE"
"West Wyalong Airport","West Wyalong","Australia","WWY"
"Young Airport","","Australia","NGA"
"Guangzhou MR Air Base","Guanghua","China","LHK"
"Shiyan Wudangshan Airport","Shiyan","China","WDS"
"Sunchon Air Base","Sunchon","North Korea","\N"
"Huatugou Airport","Mengnai","China","HTT"
"Baruun Urt Airport","","Mongolia","UUN"
"Bengbu Airport","Bengbu","China","BFU"
"Rugao Air Base","Rugao","China","RUG"
"Wuhu Air Base","Wuhu","China","WHU"
"Shanshan Airport","Shanshan","China","SXJ"
"Yingkou Lanqi Airport","Yingkou","China","YKH"
"Shenyang Dongta Airport","Shenyang","China","\N"
"Bogorodskoye Airport","Bogorodskoe","Russia","BQG"
"Itapiranga Airport","Itapiranga","Brazil","\N"
"Aguas Calientes Airport","Aguas Calientes","Peru","\N"
"Rajiv Gandhi International Airport","Hyderabad","India","HYD"
"Vancouver International Seaplane Base","Vancouver","Canada","\N"
"Bressaucourt Airport","Bressaucourt-Porrentruy","Switzerland","\N"
"Parakou Airport","Parakou","Benin","PKO"
"Kandi Airport","Kandi","Benin","KDC"
"Sokodé Airport","Sokode","Togo","\N"
"Sansanné-Mango Airport","Mango","Togo","\N"
"Arnbruck Airport","Arnbruck","Germany","\N"
"Jacarepaguá - Roberto Marinho Airport","Rio de Janeiro","Brazil","\N"
"Hacaritama Airport","Aguachica","Colombia","\N"
"Hermannsburg Airport","Hermannsburg","Australia","HMG"
"Mount Davies Airport","Pipalyatjara","Australia","\N"
"Areyonga Airport","Areyonga","Australia","\N"
"Tracy Municipal Airport","Tracy","United States","\N"
"Mount Allan Airport","Yuelamu","Australia","\N"
"Everard Park Airport","Mimili","Australia","\N"
"Warrabri Airport","Ali-Curung","Australia","\N"
"Krefeld-Egelsberg Airport","Krefeld","Germany","\N"
"Baidoa Airport","Baidoa","Somalia","BIB"
"Ampilatwatja Airport","Ampilatwatja","Australia","\N"
"Kings Creek Airport","Petermann","Australia","KCS"
"Harts Range Airport","Harts Range","Australia","\N"
"Elliott Airport","Elliott","Australia","\N"
"Papunya Airport","Papunya","Australia","\N"
"Fregon Airport","Fregon","Australia","\N"
"Mount Liebig Airport","Mt Liebig","Australia","\N"
"Bolton Field","Columbus","United States","\N"
"Baltrum Airport","Baltrum","Germany","BMR"
"Skagit Regional Airport","Skagit","United States","MVW"
"Goondiwindi Airport","Goondiwindi","Australia","GOO"
"Liman Airfield","Odesa","Ukraine","\N"
"Lognes Emerainville Airport","Lognes","France","\N"
"Marion County Brown Field","Jasper","United States","APT"
"Evergreen Regional Airport/Middleton Field","Evergreen","United States","\N"
"Pryor Field Regional Airport","Decatur","United States","DCU"
"Glasgow Municipal Airport","Glasgow","United States","GLW"
"Danielson Airport","Danielson","United States","\N"
"Docker River Airport","Docker River","Australia","DKV"
"Clearfield Lawrence Airport","Clearfield","United States","\N"
"Jasper County Airport","Rensselaer","United States","RNZ"
"Ti Tree Airport","Ti Tree","Australia","\N"
"Sabetta International Airport","Sabetta","Russia","SBT"
"Alxa Left Banner Bayanhot Airport","Alxa Left Banner","China","AXF"
"El Fuentero Airport","Svenborg","Denmark","\N"
"Sturgate Airfield","Eger","Hungary","\N"
"Simberi Airport","Simberi Island","Papua New Guinea","NIS"
"Bulolo Airport","Bulolo","Papua New Guinea","BUL"
"Kintore Airport","Kintore","Australia","\N"
"Statesboro Bulloch County Airport","Statesboro","United States","TBR"
"Utopia Airport","Utopia","Australia","\N"
"Nyrripi Airport","Nyirripi","Australia","\N"
"Amata Airport","Amata","Australia","AMT"
"Glacier Country Heliport","Franz Josef","New Zealand","\N"
"Erldunda Airport","Erldunda","Australia","EDD"
"Helisul I Heliport","Foz do Iguassu","Brazil","\N"
"Finke Airport","Finke","Australia","FIK"
"Humberto Ghizzo Bortoluzzi Regional Airport","Jaguaruna","Brazil","JJG"
"Nypari Airport","Angatja Homeland","Australia","\N"
"Ihtiman Airfield","Ihtiman","Bulgaria","\N"
"Vogtareuth Airport","Vogtareuth","Germany","\N"
"[Duplicate] Illertissen see EDMI - ED-0425 location moved out-of-the way","Not Specified","New Zealand","\N"
"New Smyrna Beach Municipal Airport","New Smyrna Beach","United States","\N"
"Las Vegas Helicopters Heliport","Las vegas","United States","\N"
"Delta Camp Airport","Delta Camp","Botswana","\N"
"Hwange (Town) Airport","Hwange","Zimbabwe","WKI"
"Harbour (Public) Heliport","Vancouver","Canada","\N"
"Victoria Harbour (Camel Point) Heliport","Victoria","Canada","\N"
"Shushenskoye Airport","Shushenskoye","Russia","\N"
"Stockerau Airport","Stockerau","Austria","\N"
"Klaipėda Airport","Klaipeda","Lithuania","KLJ"
"Iowa County Airport","MINERAL POINT","United States","\N"
"West Bend Municipal Airport","WEST BEND","United States","ETB"
"Gaylord Regional Airport","GAYLORD","United States","GLR"
"Anderson Municipal Darlington Field","ANDERSON","United States","AID"
"Cenej Airport","Novi Sad","Serbia","QND"
"Grundarfjörður Airport","Grundarfjordur","Iceland","GUU"
"Prairie Du Chien Municipal Airport","Prairie du Chien","United States","PCD"
"Cascade Heliport","Kobok","Indonesia","\N"
"Air Orlando Heliport","Orlando","United States","\N"
"Tórshavn/Bodanes Heliport","Torshavn","Faroe Islands","\N"
"Otjiwarongo Airport","Otjiwarongo","Namibia","OTJ"
"RAF Mona","Mona","United Kingdom","\N"
"Rerik-Zweedorf Airport","Rerik","Germany","\N"
"Fazenda Vaticano Airport","Cruz","Brazil","\N"
"Stanly County Airport","Albemarle","United States","\N"
"Davidson County Airport","Lexington","United States","\N"
"Windwood Fly-In Resort Airport","Davis","United States","\N"
"Lathan Strip","Mocksville","United States","\N"
"Double Eagle II Airport","Albuquerque","United States","\N"
"Socorro Municipal Airport","Socorro","United States","\N"
"Bentonville Municipal-Louise M Thaden Field","Bentonville","United States","\N"
"Blue Ridge Airport","Martinsville","United States","\N"
"Mount Airy Surry County Airport","Mount Airy","United States","\N"
"Taos Regional Airport","Taos","United States","TSM"
"Raton Municipal-Crews Field","Raton","United States","RTN"
"Rusk County Airport","Ladysmith","United States","\N"
"Perry Lefors Field","Pampa","United States","PPA"
"William R. Pogue Municipal Airport","Sand Springs","United States","\N"
"Marion County Regional Airport","Flippin","United States","FLP"
"Hutchinson County Airport","Borger","United States","BGD"
"Budaörs Airfield","Budaoers","Hungary","\N"
"Jakabszállás Airport","Jakabszallas","Hungary","\N"
"St. Helena Airport","Longwood","United Kingdom","HLE"
"Bonn-Hangelar Airport","Sankt-Augustin","Germany","BNJ"
"Nogliki Airport","Nogliki","Russia","NGK"
"Santa Ynez Airport","Santa Ynez","United States","SQA"
"Delingha Airport","Haixi","China","HXD"
"Qionghai Bo'ao Airport","Qionghai","China","BAR"
"Northeim Airport","Northeim","Germany","\N"
"Reggio Emilia Airport","Reggio Emilia","Italy","\N"
"Bowen Airport","Bowen","Australia","ZBO"
"Ulanqab Jining Airport","Wulanchabu","China","UCB"
"Odienne Airport","Odienne","Cote d'Ivoire","KEO"
"Siguiri Airport","Siguiri","Guinea","GII"
"Nzérékoré Airport","Nzerekore","Guinea","NZE"
"Boolgeeda","Brockman","Australia","OCM"
"Shaoyang Wugang Airport","Shaoyang","China","WGN"
"9 de Maio - Teixeira de Freitas Airport","Teixeira de Freitas","Brazil","TXF"
"Spartanburg Downtown Memorial Airport","Spartangurg","United States","SPA"
"Bajawa Soa Airport","Bajawa","Indonesia","BJW"
"Torgau-Beilrode Airport","Gransee","Germany","\N"
"Annobón Airport","San Antonio de Pale","Equatorial Guinea","NBN"
"Renk Airport","Huangshan","China","\N"
"Oyo Ollombo Airport","Oyo","Congo (Brazzaville)","OLL"
"Port Hardy Seaplane Base","Port Hardy","Canada","\N"
"Tri-City Airport","Parsons","United States","PPF"
"Boun Neau Airport","Phongsaly","Laos","PCQ"
"Waycross Ware County Airport","Waycross","United States","AYS"
"Blaise Diagne International Airport","Diass","Senegal","DSS"
"Mid-State Regional Airport","Philipsburg","United States","\N"
"Greater Portsmouth Regional Airport","Portsmouth","United States","PMH"
"Coonawarra Airport","Coonawarra","Australia","\N"
"Naracoorte Airport","Naracoorte","Australia","NAC"
"Camilla Mitchell County Airport","Camilla","United States","\N"
"Clarenville Airport","Clarenville","Canada","\N"
"Ponta Grossa Airport - Comandante Antonio Amilton Beraldo","Ponta Grossa","Brazil","PGZ"
"Palenque International Airport","Palenque","Mexico","PQM"
"Caloundra Airport","Caloundra","Australia","CUD"
"Clarks Point Airport","Clarks Point","United States","CLP"
"Ospika Airport","Williston Lake","Canada","\N"
"Charlottetown Airport","Charlottetown","Canada","\N"
"Doris Lake","Doris Lake","Canada","JOJ"
"Costa Esmeralda Airport","Tola","Nicaragua","ECI"
"Monte Cristi Airport","Montecristi","Dominican Republic","\N"
"El Papalon Airport","San Miguel","El Salvador","\N"
"Sandpoint Airport","Sandpoint","United States","\N"
"Attu Heliport","Attu","Greenland","QGQ"
"Kangaatsiaq Heliport","Kangaatsiaq","Greenland","QPW"
"Kitsissuarsuit Heliport","Kitsissuarsuit","Greenland","QJE"
"Niaqornaarsuk Heliport","Niaqornaarsuk","Greenland","\N"
"Ilimanaq Heliport","Ilimanaq","Greenland","XIQ"
"Qeqertaq Heliport","Qeqertaq","Greenland","QQT"
