"compagnia_aerea","aeroplano"
"Flight Precision Limited","AP179"
"Inter-Island Air","AP722"
"AtlasGlobal Ukraine","AP236"
"Sun Pacific International","AP721"
"Hahn Air","AP65"
"Tigerfly","AP598"
"Caribintair","AP656"
"First Cambodia Airlines","AP697"
"Lufttransport","AP124"
"Aero Roca","AP308"
"Aviation Amos","AP854"
"Canadian Warplane Heritage Museum","AP464"
"S C Ion Tiriac","AP222"
"Aero Empresarial","AP181"
"Air Gemini","AP838"
"AeroWorld ","AP916"
"Macair Airlines","AP422"
"Wright Air Lines","AP398"
"All America BOPY","AP600"
"Centennial Flight Centre","AP183"
"Blue Star Airlines","AP228"
"Rivne Universal Avia","AP820"
"Wind Jet","AP583"
"El Quilada International Aviation","AP70"
"Saskatchewan Government Executive Air Service","AP595"
"Goldeck-Flug","AP546"
"STP Airways","AP951"
"Nova Airline","AP353"
"PSA Airlines","AP691"
"Spirit of Manila Airlines","AP54"
"Aviaexpresscruise","AP861"
"United Aviation Services","AP413"
"Portugalia","AP385"
"Airplanes Holdings","AP811"
"Air VIA","AP3"
"Fresh Air","AP986"
"Samara Airlines","AP741"
"Touraine Helicoptere","AP24"
"Laker Airways (Bahamas)","AP89"
"Paragon Global Flight Support","AP197"
"CAI","AP242"
"GREAT LAKES (GX)","AP971"
"Corporate Flight International","AP501"
"Aircompany Barcol","AP104"
"Jet East International","AP535"
"Worldspan","AP895"
"Nextflight Aviation","AP165"
"Avag Air","AP833"
"Taxi Aereo Turistico","AP825"
"Sarit Airlines","AP539"
"Aerojet de Costa Rica","AP481"
"American Aviation","AP625"
"Atlantic Helicopters","AP659"
"Jim Ratliff Air Service","AP723"
"Hadison Aviation","AP793"
"Servicios Aereos Textra","AP350"
"Air Southwest Ltd.","AP812"
"Mongolian International Air Lines ","AP696"
"World Wing Aviation","AP998"
"DHL International","AP81"
"easyJet","AP797"
"Kalitta Charters","AP293"
"Unsped Paket Servisi","AP456"
"Japan Asia Airways","AP315"
"bmi","AP638"
"Croatian Air Force","AP131"
"Servicios Aereos Agricolas","AP988"
"Priority Aviation Company","AP15"
"Appalachian Flying Service","AP94"
"Aravco Ltd.","AP567"
"Argo","AP115"
"Isles of Scilly Skybus","AP868"
"Aerovias DAP","AP762"
"Servicios Aereos Nacionales (SAN)","AP106"
"Four Winds Aviation","AP186"
"Perforadora Central","AP376"
"Aerotaxis De La Bahia","AP10"
"Sierra Nevada Airlines","AP893"
"Executive Flight","AP516"
"Iranair Tours","AP499"
"Anikay Air Company","AP442"
"Airbus Industrie","AP763"
"Mongolian International Air Lines ","AP132"
"TEAM Transportes Aereos","AP64"
"Lufthansa Cargo","AP946"
"Interflight","AP646"
"Flight Calibration Service","AP924"
"Parsa","AP830"
"Orange Air Services","AP315"
"Aero Control Air","AP877"
"Aero Servicio Corporativo","AP38"
"Euro Jet","AP313"
"Aeromorelos","AP684"
"Aero Taxi Autlan","AP981"
"Gulf Flite Center","AP864"
"Regency Airlines","AP324"
"GoJet Airlines","AP866"
"Aeroservicios Corporativos De San Luis","AP591"
"Fly Europa","AP282"
"Air Carriers","AP558"
"Flyteam Aviation","AP69"
"Iberia Express","AP995"
"Spirit Airlines","AP168"
"Zambia Skyways","AP367"
"Roswell Airlines","AP878"
"Johnson Air","AP879"
"Darta","AP873"
"Viasa","AP482"
"DHL Air","AP788"
"Unitemp-M","AP514"
"Lincoln Airlines","AP443"
"Open Sky Aviation","AP967"
"Happy Air","AP97"
"Freedom Air Services","AP575"
"Lockheed DUATS","AP960"
"AlMasria Universal Airlines","AP254"
"Air Burkina","AP471"
"Hispaniola Airways","AP925"
"Noy Aviation","AP131"
"Zimbabwean Airlines","AP323"
"Flugschule Basel","AP258"
"Air Zermatt AG","AP118"
"Shanghai Airlines","AP961"
"SriLankan Airlines","AP22"
"Zimbabwean Airlines","AP577"
"Bond Air Services","AP605"
"Jambo Africa Airlines","AP648"
"Royal Netherland Navy","AP415"
"Tarhan Tower Airlines","AP448"
"Royal Rwanda Airlines","AP597"
"AirAsia Japan","AP544"
"All Argentina Express","AP510"
"Bahrain Air BSC (Closed)","AP853"
"Caribintair","AP378"
"KoralBlue Airlines","AP551"
"Air Libya Tibesti","AP884"
"Slim Aviation Services","AP859"
"Alberni Airways","AP618"
"Intensive Air","AP816"
"Goodridge (UK) Limited","AP818"
"Syrian Pearl Airlines","AP949"
"Express Tours","AP343"
"Transportaciones Y Servicios Aereos","AP477"
"Irtysh Airlines","AP421"
"Gabon-Air-Transport","AP848"
"Tubelair","AP987"
"Dynamair Aviation","AP922"
"Intersky","AP856"
"Clasair","AP271"
"Corporacion Paraguaya De Aeronautica","AP352"
"Air VIA","AP654"
"Caribbean Wings","AP368"
"Sky Europe Airlines","AP690"
"Polizeihubschrauberstaffel Baden-Wurtemberg","AP11"
"General Motors","AP242"
"Lossiemouth Flying Training Unit","AP615"
"Air Cess","AP172"
"Gatari Hutama Air Services","AP593"
"Auckland Regional Rescue Helicopter Trust","AP83"
"Comercial Aerea","AP820"
"Tyrolean Jet Service","AP121"
"Darta","AP289"
"Aer Arann","AP26"
"Syncrude Canada","AP86"
"Gestair","AP703"
"World Experience Airline","AP971"
"Bakoji Airlines Services","AP864"
"Pacific Aviation (Australia)","AP493"
"Geesair","AP7"
"Royal","AP47"
"Avita-Servicos Aereos","AP42"
"Chief Rat Flight Services","AP836"
"Globe Jet","AP545"
"Empresa Nacional De Servicios Aereos","AP533"
"Fly Europa Limited","AP386"
"Execair Aviation","AP819"
"Honiara Cargo Express","AP382"
"Helicsa","AP837"
"SATA Air Acores","AP572"
"British North West Airlines","AP686"
"Leisure Air","AP423"
"Tango Bravo","AP641"
"Smarkand Aero Servise","AP60"
"China Airlines","AP780"
"Aeroexpreso Interamericano","AP999"
"Qwila Air","AP548"
"Virgin Blue","AP830"
"Helicap","AP961"
"Veritair Ltd","AP462"
"Air Kufra","AP734"
"Air Dolomiti","AP945"
"Perimeter Aviation","AP501"
"Al-Donas Airlines","AP438"
"Precision Airlines","AP274"
"Aerovic","AP227"
"Djibouti Airlines","AP409"
"Go Fly (United Kingdom)","AP547"
"Baikotovitchestrian Airlines ","AP70"
"VLM Airlines","AP832"
"Compuflight Operations Service","AP882"
"Jets Y Servicios Ejecutivos","AP939"
"Wyoming Airlines","AP436"
"Lincoln Air National Guard","AP40"
"Aerolineas Mexicanas J S","AP521"
"Galena Air Service","AP878"
"Camair-co","AP145"
"Western Air","AP178"
"STA-MALI","AP459"
"Daallo Airlines","AP426"
"Aeroserivios Del Bajio","AP153"
"Springbok Classic Air","AP234"
"Markoss Aviation","AP282"
"Okada Airlines","AP88"
"Orange Air Services","AP353"
"Vistajet","AP527"
"ABC Air Hungary","AP71"
"Oriental Airlines","AP507"
"Mongolian International Air Lines ","AP362"
"Air Majoro","AP660"
"Helikopterdrift","AP565"
"Flightpass Limited","AP824"
"TAMPA","AP593"
"Westcoast Energy","AP728"
"Skyking","AP180"
"Sky Service","AP296"
"Aguilar Connect","AP477"
"Aviavilsa","AP165"
"European Executive Express","AP938"
"Georgian International Airlines","AP88"
"Hahn Air","AP371"
"West Coast Airways","AP787"
"Tauranga Aer Club","AP394"
"Challenge Air Transport","AP687"
"SATA International","AP144"
"Jet2.com","AP216"
"Scottish Airways Flyers","AP350"
"Comfort Express Virtual Charters","AP101"
"Armenian Airlines","AP759"
"Mountain Bird","AP40"
"Stewart Aviation Services","AP752"
"XP Internation","AP664"
"Victor Echo","AP192"
"Novogorod Air Enterprise","AP128"
"Atlantic S.L.","AP311"
"Air Zermatt AG","AP104"
"Saber Aviation","AP116"
"Lawrence Aviation","AP547"
"Maxjet Airways","AP293"
"BH Air","AP166"
"Maxjet Airways","AP851"
"Astar Air Cargo","AP647"
"Luxembourg Air Rescue","AP977"
"Kanfey Ha'emek Aviation","AP299"
"Aero-Tropics Air Services","AP147"
"Ivoire Airways","AP217"
"Amiya Airline","AP504"
"Trans-Air-Congo","AP90"
"Grand Cru Airlines","AP357"
"Dornier","AP536"
"Beibars CJSC","AP40"
"Boston-Maine Airways","AP344"
"1Time Airline","AP466"
"Taxis Aereos del Noroeste","AP445"
"Vickers Limited","AP696"
"Badr Airlines","AP618"
"Air Antilles Express","AP895"
"Dinar","AP556"
"Bulgarian Aeronautical Centre","AP200"
"Hadison Aviation","AP363"
"Hokkaido International Airlines","AP504"
"Swiftair","AP514"
"Precision Airlines","AP811"
"Sky Aviation","AP112"
"Heli Trip","AP903"
"Tiramavia","AP552"
"Stephenville Aviation Services","AP587"
"Pyramid Air Lines","AP931"
"Lion Air Services","AP730"
"Lineas Aereas Federales","AP463"
"Transportes Aereos Inter","AP471"
"Nord-Flyg","AP253"
"Air Taxi","AP569"
"Air Moorea","AP902"
"TOJ Airlines","AP603"
"Aerolineas heredas santa maria","AP49"
"Air Gemini","AP350"
"All Charter Limited","AP743"
"Northwest Regional Airlines","AP469"
"Taxis Aereos del Noroeste","AP332"
"Air-Angol","AP201"
"Indonesia Sky","AP772"
"Continental Micronesia","AP31"
"Southeastern Airways","AP838"
"Palair Macedonia (3D)","AP330"
"Arab Agricultural Aviation Company","AP982"
"Hi Fly","AP518"
"Air Specialties Corporation","AP1000"
"Aeronem Air Cargo","AP191"
"Hak Air","AP275"
"Japan Transocean Air","AP794"
"Futura Gael","AP266"
"Blue Jet","AP707"
"Vintage Props and Jets","AP75"
"Transportes Aereos San Rafael","AP469"
"First Air Transport","AP966"
"Aero Servicios Regiomontanos","AP396"
"Mannion Air Charter","AP866"
"African International Airways","AP486"
"Execujet Scandinavia","AP874"
"First Line Air","AP320"
"Burundayavia","AP688"
"Air Mercia","AP45"
"Britannia Airways","AP547"
"Air Plan International","AP296"
"Avensa","AP549"
"ASA Pesada","AP663"
"La Valenciana Taxi Aereo","AP383"
"Aerotrans Airline","AP746"
"Aircompany Yakutia","AP359"
"Sheltam Aviation","AP910"
"United Parcel Service","AP410"
"AirTran Airways","AP961"
"Primavia Limited","AP924"
"Sky Europe Airlines","AP147"
"Quest Diagnostics","AP979"
"Janair","AP301"
"Air Atlanta Europe","AP637"
"World Scale Airlines","AP219"
"Aero Servicios Regiomontanos","AP409"
"Aero Servicios Expecializados","AP788"
"Hoteles Dinamicos","AP406"
"SITA","AP176"
"Massachusetts Institute of Technology","AP589"
"Voyager Airlines","AP629"
"Servicios Aereos San Cristobal","AP74"
"Volaris","AP70"
"Myanmar Airways International","AP688"
"Intercopters","AP997"
"United Carriers Systems","AP422"
"Tradewinds Aviation","AP3"
"Estrellas Del Aire","AP157"
"Dahla Airlines","AP413"
"Colaereos","AP715"
"TG Aviation","AP65"
"Cougar Helicopters","AP322"
"Pan American World Airways","AP764"
"Congo Air","AP111"
"Air Seychelles","AP403"
"Primera Air","AP676"
"II Lione Alato Arl","AP881"
"DAT Enterprise Limited","AP293"
"Dawn Air","AP867"
"Norsk Luftambulanse","AP932"
"Jetran Air","AP504"
"Dala Air Services","AP726"
"Propair","AP458"
"Wizz Air","AP158"
"FlyEgypt","AP484"
"UVT Aero","AP781"
"Fresh Air","AP927"
"British Airways Shuttle","AP172"
"Krylo Airlines","AP250"
"ACA-Ancargo Air Sociedade de Transporte de Carga Lda","AP850"
"Wizz Air Hungary","AP144"
"Southern Airways Express","AP787"
"JS Aviation","AP90"
"Voar Lda","AP609"
"Aria Tour","AP177"
"Transportes Aereos I.R. Crusoe","AP832"
"Bristow Masayu Helicopters","AP68"
"Pacific Air Transport","AP853"
"Smalandsflyg","AP778"
"Patriot Airways","AP689"
"Paccair","AP653"
"Georgian Cargo Airlines Africa","AP991"
"Taxi Air Fret","AP110"
"Kenmore Air","AP536"
"Thomas Cook Airlines","AP356"
"Reed Aviation","AP64"
"Pacific Air Boats","AP829"
"NEL Cargo","AP248"
"Medallion Air","AP346"
"British Regional Airlines","AP852"
"London Helicopter Centres","AP879"
"Tulpar Air","AP19"
"Air Spirit","AP99"
"KMV","AP435"
"Hellenic Air Force","AP349"
"TA-Air Airline","AP556"
"Podilia-Avia","AP495"
"Pacific Air Transport","AP289"
"Aboitiz Air","AP650"
"Darta","AP791"
"Citilink Indonesia","AP496"
"Maxjet Airways","AP463"
"GCS Air Service","AP267"
"Synergy Aviation","AP786"
"ASL","AP411"
"Baltimore Airways","AP641"
"Darta","AP451"
"South Airlines","AP810"
"Air Kissari","AP388"
"West Wind Aviation","AP688"
"1Time Airline","AP739"
"Galaxy Air","AP52"
"Trans-Ulgii","AP850"
"Jetstar Airways","AP368"
"KLM Royal Dutch Airlines","AP309"
"Porteadora De Cosola","AP91"
"Aeropostal Cargo de Mexico","AP612"
"Empire Airlines","AP863"
"Waddington FTU","AP456"
"Flightexec","AP346"
"Enimex","AP240"
"Navigator Airlines","AP532"
"Angara Airlines","AP555"
"Aero Jets Corporativos","AP379"
"Examiner Training Agency","AP823"
"Bulgarian Air Charter","AP150"
"Aerotransportes Rafilher","AP430"
"Eastern Air Executive","AP438"
"Samurai Airlines","AP228"
"National Overseas Airlines Company","AP994"
"SkyBahamas Airlines","AP765"
"Linea Turistica Aerotuy","AP63"
"Corsairfly","AP484"
"Teledyne Continental Motors","AP811"
"QatXpress","AP779"
"Air Sunshine","AP422"
"Island Aviation Services","AP530"
"North West Geomatics","AP512"
"Rynes Aviation","AP77"
"Gestion Aerea Ajecutiva","AP644"
"Asia Pacific Airlines","AP806"
"Polizeifliegerstaffel Nordrhein-Westfalen","AP365"
"Rio Air Express","AP441"
"Thai Jet Intergroup","AP455"
"Express Tours","AP700"
"KSY","AP75"
"Shuswap Flight Centre","AP81"
"Sky Line for Air Services","AP654"
"Earth Airlines Services","AP529"
"Airway Express","AP544"
"Maple Air Services","AP969"
"Agroar - Trabalhos Aereos","AP896"
"TAPSA Transportes Aereos Petroleros","AP398"
"Atlas Air","AP851"
"Wuhan Airlines","AP27"
"Vzlyet","AP209"
"Nile Valley Aviation Company","AP739"
"Twin Cities Air Service","AP750"
"Nakheel Aviation","AP619"
"Aviation Consultancy Office","AP388"
"Aeropac","AP448"
"Royal Rwanda Airlines","AP633"
"BKS Air (Rivaflecha)","AP717"
"Certified Air Dispatch","AP344"
"Yerevan-Avia","AP306"
"La Ronge Aviation Services","AP934"
"Universal Jet","AP466"
"Orlan-2000","AP361"
"Sky One Express Airlines","AP585"
"Krimaviamontag","AP57"
"Flightline","AP877"
"COAPA AIR","AP456"
"Air Madeleine","AP769"
"Servicios Ejecutivos Gosa","AP350"
"Servicios Aereos Expecializados En Transportes Petroleros","AP361"
"BN Group Limited","AP113"
"Riga Airclub","AP178"
"Katekavia","AP414"
"Khazar","AP739"
"Vuelos Especializados Tollocan","AP956"
"EVA Air","AP992"
"Aviation North","AP251"
"Koanda Avacion","AP674"
"Aus-Air","AP866"
"Rosneft-Baltika","AP929"
"Shanghai Airlines","AP781"
"Aero Roca","AP189"
"Fly Zoom","AP321"
"Northern Illinois Commuter","AP985"
"Air Charter Professionals","AP608"
"France Marine Nationale","AP715"
"US Airports Air Charter","AP553"
"Fly Colombia ( Interliging Flights )","AP603"
"Avianca - Aerovias Nacionales de Colombia","AP188"
"Dixie Airways","AP183"
"Jetran Air","AP118"
"SFT-Sudanese Flight","AP533"
"Mountain Pacific Air","AP187"
"MAT Macedonian Airlines","AP856"
"Danu Oro Transportas","AP32"
"Air Saint Louis","AP519"
"General Aerospace","AP234"
"Jetstream Air","AP874"
"Yakolev","AP239"
"Air Muskoka","AP298"
"Origin Pacific Airways","AP750"
"Aerochiapas","AP302"
"Lanzarote Aerocargo","AP551"
"SAAB Nyge Aero","AP57"
"Namibia Commerical Aviation","AP922"
"Dassault Aviation","AP876"
"Lauda Air Italy","AP246"
"O'Connor Airlines","AP834"
"Haughey Air","AP344"
"Qwest Commuter Corporation","AP778"
"Atlantis Transportation Services","AP986"
"Royal Air Cargo","AP102"
"DGO Jet","AP368"
"Industrias Titan","AP460"
"Skyline Aviation Services","AP130"
"Airlec - Air Aquitaine Transport","AP173"
"Publivoo","AP179"
"Herritage Aviation Developments","AP401"
"Kinnarps","AP110"
"Eagle Air Company","AP307"
"Jim Ratliff Air Service","AP392"
"Pool Aviation","AP347"
"Air Fret Senegal","AP705"
"Top Flight Air Service","AP449"
"Jetstar Pacific","AP298"
"Lockheed Air Terminal","AP343"
"Eclipse Aviation","AP74"
"Flylink Express","AP510"
"STA-MALI","AP838"
"Tramon Air","AP30"
"Surinam Airways","AP362"
"Aero Taxi Aviation","AP873"
"Air Sicilia","AP489"
"Bayu Indonesia Air","AP217"
"Hozu-Avia","AP185"
"Executive Jet Charter","AP926"
"Veritair Ltd","AP791"
"Action Air","AP545"
"Aeroeste","AP775"
"Aboitiz Air","AP271"
"Skywest Australia","AP704"
"Flying kangaroo Airline","AP436"
"Compass International Airways","AP631"
"Peninsula Airways","AP357"
"UTAGE","AP718"
"Action Airlines (Action Air Charter)","AP970"
"Georgian Cargo Airlines Africa","AP318"
"Aero Citro","AP957"
"XP Internation","AP220"
"Tigerfly","AP382"
"Private Wings Flugcharter","AP179"
"Irtysh Airlines","AP249"
"Moldavian Airlines","AP133"
"Lions-Air","AP385"
"Sierra National Airlines","AP906"
"Air Evans","AP633"
"Miramichi Air Service","AP21"
"Paramount Airways","AP810"
"Air Solutions","AP67"
"Zz","AP405"
"Simrik Airlines","AP571"
"Air Columbus","AP659"
"Windward Islands Airways","AP240"
"Quebec Government Air Service","AP724"
"Western Arctic Air","AP263"
"Gulfstream Aerospace","AP5"
"Syrian Arab Airlines","AP982"
"Sark International Airways","AP77"
"Cosmic Air","AP777"
"Air Alsie","AP451"
"Galair International","AP543"
"223 Flight Unit State Airline","AP264"
"Albisa","AP906"
"Kansas State University","AP394"
"AeroSucre","AP411"
"Portuguese Navy","AP620"
"Air Monarch Cargo","AP670"
"Lankair","AP205"
"Audeli Air","AP368"
"Denver Express","AP912"
"Centralwings","AP457"
"Denim Air ","AP149"
"Islandair Jersey","AP777"
"Aerotours Dominicana","AP114"
"Nordic Regional","AP579"
"Red Jet Andes","AP281"
"VIP Ecuador","AP454"
"Awesome Flight Services (PTY) Ltd.","AP163"
"Sky Way Air","AP63"
"Westfalia Express VA","AP632"
"Air Nova","AP789"
"Islands Nationair","AP774"
"Operadora Turistica Aurora","AP521"
"Aero Continente Dominicana","AP213"
"Delta Air Elite","AP604"
"Asiana Airlines","AP499"
"Skyline nepc","AP210"
"Servicios Aeronauticos Aero Personal","AP98"
"Air China","AP754"
"Aktjubavia","AP407"
"Aeroeste","AP537"
"City Airline","AP210"
"Augsburg Airways","AP528"
"Mauritanienne Air Fret","AP1"
"Aero JBR","AP395"
"Montenegro Airlines","AP826"
"Air Namibia","AP862"
"Elitellina","AP427"
"Transporte Ejecutivo Aereo","AP463"
"Katekavia","AP922"
"Wind Rose Aviation","AP752"
"Aerosegovia","AP126"
"Air Canada","AP408"
"Air Sultan","AP556"
"Komiinteravia","AP967"
"FOX Linhas Aereas","AP47"
"White","AP536"
"Hex'Air","AP85"
"Hainan Phoenix Information Systems","AP279"
"GermanXL","AP967"
"Air Algerie","AP39"
"Ibertrans Aerea","AP42"
"Japan Transocean Air","AP282"
"Inter-Mountain Airways","AP655"
"Dixie Airways","AP76"
"Kyrgz General Aviation","AP365"
"LTU International","AP11"
"Savanah Airlines","AP498"
"Aba Air","AP94"
"Japan Aircraft Service","AP113"
"Sky Bahamas","AP189"
"Continental Micronesia","AP924"
"Skyhaul","AP297"
"Safat Airlines","AP259"
"Chicago Express","AP238"
"Samson Aviation","AP943"
"Ayeet Aviation & Tourism","AP256"
"Servicios Aereos San Cristobal","AP738"
"Transportes La Paz","AP938"
"Novosibirsk Aviation Production Association","AP612"
"Horizontes Aereos","AP535"
"Danbury Airways","AP832"
"Bureau Veritas","AP984"
"Daya Aviation","AP93"
"Aerolineas Sosa","AP680"
"Arctic Circle Air Service","AP233"
"Nefteyugansk Aviation Division","AP365"
"Fly Brasil","AP41"
"Airways","AP790"
"MG Aviacion","AP494"
"First City Air","AP111"
"Cirrus Airlines","AP157"
"Allegro","AP243"
"Streamline Ops","AP575"
"VietJet Air","AP214"
"Alicante Internacional Airlines","AP602"
"Darwin Airline","AP356"
"Millennium Air","AP758"
"Aviation Services","AP457"
"Mavial Magadan Airlines","AP271"
"Air Chathams","AP12"
"Gobierno De Guinea Ecuatorial","AP266"
"Europe Air Lines","AP578"
"British Gulf International-Fez","AP63"
"Kostromskie avialinii","AP922"
"Transportacion Aerea De Queretaro","AP705"
"Baron Aviation Services","AP46"
"Eastern Metro Express","AP192"
"Mann Yadanarpon Airlines","AP469"
"Tchad Airlines","AP106"
"Air UK","AP326"
"Ibertour Servicios Aereos","AP662"
"Gof-Air","AP361"
"Servicios Aereos Textra","AP823"
"Pacific Air Transport","AP518"
"RAF St Athan","AP41"
"Servicios Aereos Gadel","AP283"
"AeroMéxico","AP201"
"Aeron International Airlines","AP893"
"ACM Air Charter","AP399"
"Southern Airways","AP141"
"Titan Airways","AP822"
"Azalhelikopter","AP881"
"Alidaunia","AP977"
"Compania Aerotecnicas Fotograficas","AP986"
"Maryland Air","AP359"
"Excel Charter","AP19"
"Massey University School of Aviation","AP862"
"Mid Airlines","AP711"
"Polizeihubschrauberstaffel Hessen","AP984"
"P & P Floss Pick Manufacturers","AP58"
"Sky Regional","AP924"
"Air Atlanta Europe","AP115"
"Lineas Aereas Federales","AP1000"
"Morrison Flying Service","AP187"
"Air Caledonie International","AP649"
"Orbest","AP619"
"Air Excel","AP482"
"Air Moldova","AP699"
"Denim Air ","AP695"
"Aerovista Gulf Express","AP89"
"Aeris Gestion","AP662"
"Aviacao Transportes Aereos e Cargas","AP736"
"Universal Jet Rental de Mexico","AP237"
"Afrique CArgo Service Senegal","AP669"
"Pinnacle Air Group","AP207"
"Corpac Canada","AP1000"
"Servicios Aereos Ejecutivos Saereo","AP208"
"Coningsby Flying Training Unit","AP269"
