"tratta","data_istanza","aeroplano","numero_posti_rimanenti"
"T49","2015-12-17","AP314",68
"T36","2019-05-28","AP829",11
"T35","2016-04-08","AP448",78
"T30","1997-08-16","AP810",48
"T23","2008-12-17","AP283",32
"T18","2017-12-22","AP131",79
"T34","2013-12-24","AP708",27
"T3","2003-07-25","AP933",10
"T9","2015-05-28","AP103",58
"T47","2009-07-28","AP699",78
"T22","1992-04-13","AP577",42
"T8","2001-03-31","AP480",285
"T6","1991-10-18","AP31",142
"T46","2018-12-19","AP234",5
"T12","1991-10-18","AP491",152
"T27","1991-08-07","AP67",48
"T9","2009-09-10","AP139",63
"T5","1992-12-04","AP703",7
"T44","2009-12-04","AP593",68
"T10","2003-08-21","AP39",11
"T5","2002-05-04","AP833",81
"T35","2001-09-11","AP974",113
"T12","2008-07-24","AP978",14
"T45","2007-03-13","AP196",18
"T10","2017-06-16","AP442",8
"T31","1990-01-04","AP34",9
"T40","2003-10-04","AP21",23
"T50","1993-09-04","AP635",285
"T27","2000-07-05","AP70",11
"T36","2020-08-28","AP387",18
"T12","2009-06-29","AP594",6
"T20","2002-07-27","AP449",27
"T16","1998-05-06","AP539",114
"T23","2012-06-16","AP608",11
"T46","2014-07-15","AP886",52
"T36","2003-10-30","AP11",127
"T22","2011-02-22","AP53",24
"T49","1991-04-22","AP692",20
"T27","2007-10-04","AP143",13
"T48","1991-02-19","AP288",87
"T14","1992-09-24","AP276",12
"T15","1993-12-27","AP895",24
"T12","1997-07-25","AP138",24
"T4","2012-07-09","AP3",50
"T14","1995-03-22","AP804",17
"T18","2020-10-20","AP498",75
"T33","1994-08-09","AP6",9
"T45","1991-12-06","AP273",7
"T23","2018-09-18","AP425",112
"T38","2008-01-08","AP294",31
"T12","2008-09-16","AP663",73
"T10","2008-10-08","AP84",113
"T4","2003-09-05","AP992",121
"T34","2008-03-07","AP774",88
"T27","2002-08-18","AP994",32
"T44","2003-04-11","AP967",5
"T8","1997-02-01","AP296",101
"T12","2018-07-22","AP584",66
"T23","2002-08-08","AP584",54
"T1","1994-01-01","AP135",23
"T21","2014-10-06","AP972",3
"T40","2012-01-15","AP169",21
"T17","2003-11-19","AP146",133
"T37","2018-06-01","AP587",167
"T28","2006-08-18","AP190",23
"T42","2013-10-08","AP601",84
"T3","1995-06-10","AP274",24
"T1","1993-10-12","AP102",49
"T6","2010-08-02","AP631",6
"T15","2016-06-05","AP573",3
"T9","2019-05-05","AP835",103
"T9","1999-07-06","AP53",29
"T44","2014-05-06","AP584",28
"T4","1993-09-02","AP865",128
"T42","2018-12-24","AP844",91
"T19","2016-12-26","AP13",43
"T23","2007-10-30","AP93",100
"T4","2009-09-27","AP483",22
"T43","2014-12-15","AP774",58
"T30","2004-08-24","AP35",12
"T45","1994-06-04","AP421",122
"T9","2013-10-23","AP985",309
"T43","2007-05-03","AP931",11
"T17","1991-11-05","AP793",221
"T1","2020-09-26","AP96",71
"T5","2019-08-08","AP513",236
"T19","2005-10-26","AP871",13
"T34","1994-08-01","AP933",1
"T25","2005-03-30","AP8",67
"T12","2018-05-30","AP501",60
"T38","2008-05-31","AP342",59
"T21","1996-04-05","AP59",88
"T27","1996-10-20","AP132",23
"T47","2014-12-17","AP628",37
"T5","1994-10-10","AP187",203
"T49","2013-06-21","AP569",46
"T1","1992-08-30","AP821",97
"T28","2007-11-09","AP861",15
"T20","1991-09-10","AP785",13
"T30","1997-09-12","AP373",27
"T21","2008-11-23","AP858",21
"T2","2015-09-03","AP700",6
"T43","2007-03-28","AP501",105
"T7","2012-11-22","AP607",108
"T32","2018-04-18","AP111",39
"T33","2017-07-18","AP460",20
"T16","2003-07-24","AP271",42
"T8","1996-05-30","AP636",27
"T3","1991-08-24","AP663",23
"T37","2013-04-20","AP674",48
"T30","2007-11-09","AP887",3
"T44","1995-04-16","AP770",175
"T28","1997-02-23","AP982",26
"T32","2001-04-09","AP795",31
"T33","2013-07-12","AP850",121
"T25","2014-08-08","AP644",4
"T32","2016-03-03","AP388",130
"T11","2017-04-22","AP393",92
"T24","1993-07-25","AP804",35
"T25","2001-07-02","AP624",63
"T24","1996-03-11","AP633",159
"T14","2014-01-25","AP688",307
"T5","2019-03-10","AP519",54
"T45","2011-01-20","AP63",6
"T3","1996-09-06","AP723",16
"T40","2018-06-09","AP333",24
"T26","2020-10-02","AP31",143
"T45","2019-05-31","AP500",6
"T26","1990-08-07","AP703",45
"T7","1992-02-07","AP691",149
"T42","2010-10-21","AP917",18
"T7","2007-01-25","AP555",3
"T11","2014-02-28","AP423",20
"T1","1994-07-24","AP504",53
"T8","2003-05-30","AP834",8
"T4","2015-06-11","AP655",41
"T42","2004-08-12","AP643",25
"T1","2008-03-11","AP452",23
"T45","2020-02-25","AP197",34
"T4","2011-08-08","AP273",1
"T44","1994-11-10","AP67",58
"T33","2006-01-12","AP715",49
"T35","1996-08-11","AP16",28
"T41","2011-05-15","AP908",67
"T22","2018-08-22","AP753",1
"T1","2018-08-27","AP167",25
"T34","2019-05-12","AP34",33
"T34","2014-12-28","AP788",25
"T30","1998-09-01","AP499",32
"T4","2014-09-08","AP619",15
"T39","2019-05-31","AP3",25
"T8","1993-01-23","AP384",217
"T20","1997-03-04","AP125",7
"T46","2004-07-06","AP734",98
"T8","2008-12-29","AP446",140
"T25","1997-09-14","AP121",34
"T15","2012-06-14","AP277",11
"T19","1996-11-22","AP425",137
"T39","2007-08-18","AP389",52
"T41","2000-09-30","AP683",290
"T21","1993-04-10","AP896",18
"T4","2011-05-22","AP81",97
"T37","2004-12-23","AP943",33
"T26","2014-03-28","AP617",30
"T45","2017-04-11","AP768",7
"T49","2005-12-28","AP551",12
"T20","1991-01-18","AP858",7
"T1","2009-02-06","AP622",7
"T45","1995-09-20","AP695",48
"T44","1996-11-21","AP281",28
"T27","1997-07-23","AP622",62
"T10","2015-05-28","AP941",11
"T45","2019-03-24","AP437",69
"T7","1991-06-07","AP132",14
"T49","2020-01-16","AP960",197
"T21","1999-07-24","AP829",2
"T45","2014-09-01","AP640",77
"T43","2014-06-21","AP2",89
"T1","2014-05-14","AP393",35
"T37","2009-04-27","AP698",36
"T7","2016-02-05","AP562",137
"T3","2005-12-30","AP18",27
"T45","2018-07-07","AP707",39
"T39","2014-04-18","AP490",45
"T11","2006-04-14","AP554",13
"T15","2013-01-02","AP31",113
"T34","2017-12-03","AP147",41
"T33","2000-02-03","AP256",13
"T4","2006-11-03","AP681",150
"T3","2001-04-02","AP12",27
"T27","2018-03-26","AP952",19
"T33","2019-01-06","AP894",68
"T26","2005-11-01","AP673",127
"T11","2019-07-13","AP402",171
"T42","2012-10-19","AP576",10
"T11","2009-11-23","AP804",57
"T6","2019-08-03","AP55",71
"T6","2001-12-21","AP586",20
"T6","1998-05-14","AP156",7
"T48","2006-08-18","AP189",2
"T9","2000-05-20","AP939",10
"T2","2006-05-08","AP161",17
"T45","2018-07-19","AP81",39
"T40","2015-11-21","AP494",42
"T24","2004-08-05","AP251",41
"T31","1997-08-06","AP914",50
"T39","1999-06-17","AP628",69
"T40","2017-01-05","AP115",99
"T22","2011-07-11","AP406",3
"T46","2006-11-21","AP128",2
"T30","2019-08-03","AP849",45
"T28","2013-05-29","AP485",6
"T47","2017-11-17","AP963",19
"T41","2008-02-17","AP132",12
"T31","2013-01-27","AP404",11
"T39","2003-11-21","AP579",36
"T36","2013-10-05","AP798",8
"T7","2005-12-26","AP945",116
"T33","2017-02-02","AP999",158
"T24","2020-09-25","AP979",61
"T15","1999-05-30","AP50",37
"T23","1998-04-15","AP801",22
"T18","2012-08-04","AP15",26
"T9","2013-05-23","AP466",14
"T5","1998-09-11","AP203",62
"T29","1992-12-23","AP108",80
"T29","2003-10-21","AP588",17
"T35","2008-04-12","AP21",28
"T21","1993-05-09","AP754",23
"T48","2016-04-24","AP976",80
"T49","2000-04-17","AP545",1
"T19","2012-02-10","AP587",96
"T42","1991-09-04","AP516",20
"T40","2006-08-19","AP39",6
"T30","2008-05-31","AP766",28
"T15","2005-05-12","AP580",11
"T10","2001-09-22","AP755",29
"T4","2014-08-02","AP71",42
"T30","2014-08-29","AP840",225
"T15","1996-05-26","AP526",28
"T41","2008-12-06","AP337",7
"T13","1995-09-19","AP63",11
"T27","2012-05-21","AP784",13
"T47","1992-05-12","AP64",69
"T42","1990-01-14","AP637",270
"T42","2010-06-16","AP40",60
"T47","1997-07-19","AP170",77
"T44","2006-07-08","AP963",268
"T34","2005-10-13","AP710",5
"T19","2010-12-15","AP452",9
"T35","2005-05-17","AP984",58
"T13","1994-08-25","AP534",152
"T40","2006-07-20","AP476",20
"T22","2006-08-30","AP128",32
"T15","2018-12-30","AP287",154
"T24","2000-11-19","AP276",4
"T27","2000-06-13","AP572",116
"T33","2003-10-10","AP828",157
"T41","2009-03-03","AP889",271
"T9","2006-04-19","AP896",59
"T49","2000-06-17","AP430",351
"T15","1992-07-29","AP326",9
"T4","2000-12-17","AP442",30
"T42","2014-10-10","AP275",27
"T4","2017-07-26","AP374",125
"T46","2008-12-15","AP977",70
"T47","1997-01-02","AP458",70
"T25","1999-05-06","AP75",76
"T9","2006-09-04","AP144",3
"T5","1990-04-10","AP582",41
"T2","2005-05-30","AP391",201
"T31","2002-12-19","AP972",11
"T42","2019-07-04","AP16",31
"T34","1990-02-02","AP31",75
"T22","2004-02-24","AP955",7
"T47","1997-02-13","AP173",21
"T10","2007-07-23","AP315",26
"T46","2009-06-28","AP494",185
"T32","2006-09-24","AP474",102
"T2","2019-07-31","AP561",26
"T16","2013-08-15","AP425",151
"T34","2020-07-01","AP293",25
"T19","1995-06-16","AP614",11
"T24","2013-01-11","AP526",47
"T44","1997-01-23","AP702",21
"T29","1994-09-30","AP106",187
"T49","2014-04-15","AP68",27
"T16","2007-12-21","AP332",53
"T3","2007-01-26","AP673",145
"T20","2003-01-13","AP727",52
"T44","1997-03-15","AP891",17
"T5","1990-11-26","AP723",35
"T5","2017-07-04","AP85",28
"T38","1991-02-09","AP657",43
"T12","2013-03-08","AP662",112
"T47","2008-07-12","AP251",26
"T43","2010-03-15","AP56",158
"T25","2012-03-06","AP530",183
"T39","1999-08-30","AP469",49
"T25","2014-09-06","AP496",36
"T38","2011-09-30","AP62",18
"T23","1998-09-05","AP132",12
"T43","2014-10-13","AP452",30
"T26","2000-08-18","AP500",16
"T40","2011-04-19","AP924",72
"T49","1995-12-27","AP474",61
"T2","2003-07-07","AP830",90
"T46","2001-04-09","AP925",34
"T8","2019-03-24","AP247",9
"T9","2006-06-30","AP723",80
"T40","1997-07-04","AP108",36
"T24","2004-11-20","AP357",3
"T32","2009-07-16","AP588",11
"T38","2014-03-05","AP777",51
"T33","2008-07-30","AP442",33
"T22","1997-01-15","AP330",10
"T46","2007-03-24","AP3",38
"T23","1998-02-19","AP264",64
"T17","2006-07-11","AP651",64
"T43","1990-05-21","AP387",143
"T42","1999-05-02","AP243",18
"T47","2019-06-18","AP206",95
"T28","2017-08-21","AP319",21
"T17","2020-06-12","AP667",128
"T28","2000-02-10","AP510",13
"T21","2001-02-05","AP667",26
"T48","2013-02-21","AP8",56
"T35","1996-03-29","AP806",67
"T47","2007-06-14","AP396",26
"T7","2014-04-14","AP568",7
"T14","2000-08-20","AP751",30
"T9","2000-12-14","AP420",43
"T19","2000-08-13","AP674",198
"T18","2005-10-20","AP212",46
"T9","2013-05-08","AP586",40
"T2","2014-05-09","AP636",36
"T21","2002-06-12","AP25",29
"T19","1993-07-26","AP154",37
"T47","2020-08-23","AP144",88
"T32","2001-10-28","AP939",24
"T45","1997-07-15","AP967",24
"T48","2002-10-21","AP940",5
"T16","2002-07-19","AP329",21
"T7","1993-02-28","AP279",8
"T33","2013-08-15","AP770",65
"T43","2019-06-26","AP14",37
"T38","2003-01-30","AP276",6
"T48","2017-12-27","AP823",4
"T21","2003-11-24","AP276",19
"T5","2016-03-28","AP678",2
"T34","2010-03-19","AP249",9
"T26","2007-03-01","AP500",109
"T2","2016-10-27","AP357",66
"T49","1996-05-06","AP393",10
"T15","1991-12-14","AP968",106
"T18","1995-03-24","AP805",53
"T18","2007-03-25","AP118",166
"T17","1991-08-16","AP291",61
"T38","1999-04-19","AP162",42
"T25","1992-03-21","AP589",15
"T23","1990-12-17","AP183",3
"T29","2004-04-12","AP521",29
"T46","1992-12-14","AP240",16
"T16","2019-10-28","AP779",18
"T42","1996-07-23","AP330",22
"T46","2000-07-21","AP866",6
"T41","2020-06-20","AP510",2
"T9","1996-11-13","AP846",47
"T24","2019-03-26","AP340",1
"T19","2019-04-04","AP263",15
"T48","2001-06-29","AP637",418
"T1","2008-08-05","AP511",44
"T42","1991-05-26","AP311",23
"T48","2015-04-30","AP202",12
"T23","2007-07-10","AP761",43
"T38","1994-06-09","AP841",18
"T17","1997-09-19","AP97",91
"T2","2019-01-10","AP297",82
"T14","1990-07-06","AP743",20
"T38","2001-11-24","AP64",87
"T34","1998-01-31","AP927",56
"T22","2001-09-14","AP196",22
"T22","1997-07-07","AP988",4
"T28","2003-01-07","AP896",109
"T36","2001-08-20","AP125",70
"T15","2001-05-02","AP162",44
"T42","2010-11-20","AP997",20
"T30","2012-11-30","AP364",1
"T47","2005-08-27","AP474",163
"T41","1991-04-14","AP895",4
"T49","1997-08-11","AP208",14
"T14","2001-07-13","AP854",4
"T29","2001-12-24","AP725",93
"T26","1998-08-22","AP936",40
"T29","2013-01-08","AP633",127
"T27","2004-08-19","AP843",38
"T34","2002-09-05","AP976",112
"T15","2017-03-26","AP283",22
"T10","2019-04-16","AP340",32
"T9","2001-03-12","AP278",76
"T32","2001-06-03","AP305",8
"T36","1998-01-21","AP45",24
"T26","1997-03-09","AP194",26
"T31","2018-10-28","AP77",19
"T33","1996-11-14","AP179",21
"T41","2012-12-25","AP269",26
"T2","2014-12-27","AP867",25
"T19","2019-09-25","AP789",55
"T31","2002-11-16","AP279",3
"T2","2013-10-22","AP725",105
"T37","1994-06-18","AP322",12
"T44","1992-11-07","AP851",7
"T9","2009-12-14","AP248",8
"T46","1995-01-23","AP678",17
"T3","2020-11-12","AP25",3
"T25","2006-11-10","AP465",52
"T5","2010-10-15","AP318",2
"T30","1990-03-03","AP850",13
"T20","2008-12-18","AP620",91
"T29","1997-06-29","AP938",5
"T16","1998-01-07","AP137",106
"T13","1995-10-22","AP953",39
"T25","1991-09-04","AP843",93
"T25","2011-02-12","AP304",33
"T38","2003-02-24","AP70",38
"T47","1990-09-17","AP287",168
"T22","2001-02-02","AP967",57
"T33","2015-12-30","AP201",24
"T10","1998-08-01","AP962",1
"T46","2004-03-12","AP906",32
"T22","2016-04-09","AP584",39
"T48","2012-08-27","AP374",127
"T47","2006-07-09","AP428",30
"T40","2019-08-15","AP565",18
"T21","2016-06-01","AP930",58
"T2","2000-06-18","AP969",19
"T40","1993-11-05","AP829",20
"T40","2002-12-16","AP448",64
"T38","2018-06-02","AP944",291
"T37","2016-11-04","AP964",52
"T29","2014-09-13","AP423",21
"T35","2002-08-21","AP418",69
"T32","2018-04-19","AP414",126
"T23","2001-05-03","AP687",43
"T14","1997-11-16","AP298",19
"T27","2018-10-16","AP26",96
"T40","2007-09-05","AP776",72
"T20","2003-04-26","AP449",154
"T22","2004-07-08","AP409",7
"T3","1993-09-12","AP845",41
"T1","1996-06-05","AP925",35
"T39","2015-06-15","AP516",106
"T11","2009-04-04","AP204",43
"T20","1998-07-01","AP163",70
"T9","2003-07-13","AP460",35
"T23","2000-11-13","AP359",37
"T44","1999-05-12","AP228",18
"T21","2003-09-04","AP513",59
"T22","2007-12-29","AP23",1
"T16","1990-12-08","AP396",36
"T2","1997-06-29","AP865",76
"T11","2019-09-04","AP869",86
"T37","2004-11-17","AP805",84
"T49","2008-06-10","AP228",6
"T26","2011-04-14","AP10",23
"T27","2018-01-21","AP61",16
"T21","2009-05-31","AP694",40
"T18","2009-08-12","AP146",152
"T19","2009-09-17","AP455",40
"T47","2014-02-10","AP595",6
"T22","1995-08-17","AP895",5
"T34","2001-03-23","AP778",6
"T33","2013-01-02","AP368",104
"T25","2001-05-03","AP136",44
"T37","2011-04-05","AP221",2
"T22","2017-12-06","AP333",30
"T36","2004-07-19","AP364",76
"T14","2007-02-01","AP833",93
"T28","2010-11-21","AP436",29
"T12","2007-02-24","AP469",42
"T41","2018-08-22","AP793",416
"T22","1996-09-01","AP679",34
"T15","1997-02-04","AP799",27
"T2","2020-09-24","AP695",55
"T6","2013-07-09","AP876",21
"T17","2011-12-18","AP971",15
"T7","2001-06-09","AP180",1
"T10","1992-03-12","AP554",14
"T43","1994-02-06","AP983",18
"T44","1990-05-11","AP480",203
"T42","1998-09-26","AP610",13
"T42","1998-09-20","AP905",215
"T9","2000-02-06","AP839",59
"T30","1997-09-08","AP783",33
"T13","2007-07-14","AP266",182
"T49","2018-06-02","AP815",285
"T25","2008-08-06","AP32",19
"T7","1999-12-05","AP766",5
"T27","1998-04-01","AP480",286
"T5","1996-07-14","AP416",59
"T10","1996-02-02","AP58",59
"T47","2019-02-17","AP416",14
"T42","1991-06-04","AP309",33
"T25","2015-03-10","AP358",37
"T42","2010-10-06","AP64",110
"T19","2006-09-17","AP247",13
"T17","2003-09-01","AP698",97
"T34","1998-07-30","AP125",51
"T1","2011-12-20","AP645",4
"T16","2014-10-29","AP545",5
"T5","2007-12-19","AP768",26
"T32","2010-10-04","AP567",6
"T20","2019-10-08","AP29",28
"T15","2020-03-11","AP813",41
"T16","2005-12-18","AP483",14
"T29","1997-01-02","AP97",86
"T33","2015-02-06","AP511",39
"T38","2005-04-13","AP270",116
"T9","2011-10-03","AP135",10
"T34","2017-07-02","AP477",83
"T17","2015-07-10","AP984",8
"T46","1996-08-31","AP710",12
"T47","2018-04-08","AP12",28
"T22","1995-02-01","AP157",46
"T27","1996-10-16","AP413",30
"T38","2006-04-11","AP592",56
"T49","2004-10-26","AP744",22
"T31","2015-11-03","AP78",45
"T45","1996-10-13","AP501",118
"T25","2020-09-28","AP189",31
"T40","1996-08-11","AP287",115
"T45","2009-12-26","AP639",113
"T43","2013-04-10","AP609",3
"T27","1990-01-06","AP668",27
"T38","2017-08-12","AP782",74
"T5","2010-12-16","AP400",209
"T29","2003-02-25","AP250",34
"T49","1994-04-23","AP826",186
"T1","2014-08-26","AP471",99
"T39","2020-11-06","AP452",9
"T33","2000-04-11","AP854",51
"T16","1991-02-28","AP196",5
"T29","2016-01-16","AP965",20
"T2","1991-01-04","AP63",33
"T45","1993-01-01","AP26",89
"T8","2016-02-05","AP864",317
"T7","2007-05-01","AP888",146
"T37","2005-10-16","AP412",3
"T35","2011-06-17","AP569",46
"T22","1998-04-20","AP492",2
"T2","2001-01-06","AP33",10
"T28","2008-07-15","AP219",82
"T12","2009-12-15","AP834",15
"T11","2012-09-13","AP392",9
"T10","2010-10-31","AP360",39
"T2","1996-01-01","AP361",39
"T21","1991-06-23","AP309",33
"T41","1991-08-10","AP729",74
"T22","2004-09-26","AP467",55
"T12","2001-04-07","AP575",129
"T40","2001-10-17","AP892",4
"T14","2002-11-17","AP922",32
"T8","1995-10-01","AP167",1
"T48","1990-05-31","AP215",4
"T20","1991-12-13","AP60",40
"T47","1990-04-21","AP706",103
"T38","1990-08-26","AP929",77
"T33","2004-07-01","AP778",24
"T41","1991-04-13","AP250",21
"T46","1994-10-05","AP850",13
"T50","1992-05-29","AP63",40
"T47","2005-10-12","AP67",15
"T35","2008-06-21","AP23",5
"T44","2017-01-05","AP824",23
"T46","2002-04-01","AP160",14
"T30","1996-07-01","AP106",43
"T3","2018-04-20","AP125",61
"T7","2013-01-30","AP548",48
"T35","1995-04-06","AP532",7
"T50","2003-06-04","AP392",43
"T50","2011-10-03","AP104",13
"T50","2020-02-17","AP388",139
"T12","2005-01-25","AP309",14
"T43","2000-10-18","AP613",4
"T34","2001-11-24","AP267",82
"T50","1998-04-03","AP904",242
"T47","1990-12-06","AP274",19
"T22","1993-03-22","AP284",63
"T10","2000-02-16","AP722",1
"T39","1996-06-10","AP279",5
"T31","1995-08-29","AP564",49
"T15","2019-06-27","AP203",43
"T28","2020-05-15","AP530",124
"T23","2004-03-09","AP311",21
"T12","2019-01-27","AP704",21
"T25","2011-09-25","AP906",1
"T12","1992-05-21","AP118",71
"T42","2013-12-16","AP975",40
"T40","2001-07-03","AP876",13
"T24","2006-12-31","AP993",117
"T44","2004-04-09","AP222",23
"T10","1994-01-08","AP25",19
"T3","2006-04-07","AP835",118
"T42","2016-03-08","AP876",53
"T41","1996-04-18","AP592",24
"T6","2007-09-08","AP897",63
"T49","2010-03-29","AP649",106
"T44","2000-08-12","AP395",17
"T50","2004-08-30","AP770",275
"T18","2017-05-28","AP461",32
"T34","1992-10-20","AP753",14
"T24","2019-10-27","AP793",119
"T23","2005-01-10","AP799",42
"T17","1994-06-04","AP125",37
"T31","2005-06-19","AP120",42
"T22","1994-12-04","AP326",12
"T2","2007-11-21","AP778",8
"T35","2010-09-25","AP626",3
"T3","2008-03-30","AP757",26
"T32","1999-11-05","AP40",35
"T37","1993-07-31","AP494",164
"T2","2001-04-08","AP122",80
"T31","2018-10-10","AP996",8
"T18","2008-10-10","AP23",35
"T15","2014-03-15","AP217",57
"T44","2002-10-25","AP786",6
"T20","2015-11-07","AP162",32
"T19","2020-04-12","AP169",13
"T32","2011-11-14","AP321",11
"T20","2010-08-12","AP811",96
"T6","1994-09-13","AP888",136
"T6","1991-06-13","AP394",27
"T45","2013-07-24","AP427",3
"T15","1990-01-15","AP429",37
"T44","2009-09-22","AP440",6
"T36","1997-08-04","AP861",22
"T12","2002-02-03","AP557",50
"T14","1995-09-17","AP630",91
"T32","2004-12-22","AP424",3
"T41","1999-05-27","AP221",22
"T3","2004-07-04","AP947",274
"T7","2007-12-03","AP532",27
"T30","2001-05-23","AP323",68
"T9","2019-06-13","AP183",26
"T29","2005-01-30","AP499",21
"T19","1990-01-05","AP629",448
"T3","2020-03-14","AP599",98
"T45","2016-01-15","AP36",69
"T47","2016-03-27","AP505",8
"T12","2012-08-20","AP281",78
"T2","2007-04-26","AP37",12
"T15","1993-05-03","AP527",131
"T15","2002-02-17","AP978",45
"T15","1995-10-22","AP278",23
"T11","2013-10-03","AP163",29
"T5","2019-06-16","AP40",12
"T16","2016-10-09","AP912",22
"T25","2007-04-07","AP595",16
"T44","2013-08-21","AP265",37
"T46","1991-09-01","AP203",53
"T12","2018-06-24","AP597",113
"T15","2007-01-15","AP514",22
"T29","1992-06-13","AP820",29
"T28","1995-06-28","AP634",144
"T4","1990-12-25","AP951",10
"T35","1995-05-29","AP252",58
"T10","2018-12-09","AP289",48
"T6","2014-09-22","AP676",18
"T26","2004-05-21","AP775",25
"T50","1997-12-01","AP95",61
"T48","2017-11-18","AP414",46
"T50","2014-12-30","AP251",181
"T10","2004-05-21","AP83",28
"T13","2020-06-20","AP486",118
"T1","1996-08-25","AP186",8
"T11","1999-02-19","AP498",51
"T32","2020-01-09","AP755",8
"T33","2004-08-08","AP414",61
"T38","1999-03-12","AP719",18
"T19","1994-04-23","AP508",49
"T2","1990-02-08","AP507",18
"T12","2002-07-04","AP937",23
"T23","1993-08-16","AP594",3
"T17","1998-10-14","AP424",36
"T14","1996-06-12","AP232",50
"T7","1993-08-22","AP155",150
"T32","1999-06-21","AP834",20
"T33","2013-01-23","AP262",57
"T37","1990-05-24","AP387",68
"T45","2006-06-24","AP512",102
"T42","2014-11-21","AP953",29
"T44","2020-05-26","AP744",16
"T5","2013-03-06","AP512",103
